Mystery_02	KAI2524028.1	100.000	180	0	0	1	180	393	572	1.08e-122	377
Mystery_02	KAI2524028.1	56.452	124	54	0	57	180	1	124	2.02e-39	154
Mystery_02	KAI2524028.1	69.767	43	13	0	1	43	841	883	1.07e-09	68.9
Mystery_02	XP_047300040.1	100.000	180	0	0	1	180	393	572	1.18e-122	378
Mystery_02	XP_047300040.1	56.452	124	54	0	57	180	1	124	1.76e-39	154
Mystery_02	XP_047300040.1	69.767	43	13	0	1	43	862	904	1.05e-09	68.9
Mystery_02	2NZT_A	100.000	180	0	0	1	180	407	586	1.32e-122	377
Mystery_02	2NZT_A	54.015	137	63	0	44	180	2	138	1.33e-41	160
Mystery_02	2NZT_A	69.767	43	13	0	1	43	855	897	1.03e-09	68.9
Mystery_02	XP_016859434.1	100.000	180	0	0	1	180	389	568	1.37e-122	377
Mystery_02	XP_016859434.1	54.412	136	62	0	45	180	17	152	2.52e-41	159
Mystery_02	XP_016859434.1	69.767	43	13	0	1	43	837	879	1.02e-09	68.9
Mystery_02	XP_054197618.1	100.000	180	0	0	1	180	389	568	1.51e-122	377
Mystery_02	XP_054197618.1	54.412	136	62	0	45	180	17	152	3.38e-41	159
Mystery_02	XP_054197618.1	69.767	43	13	0	1	43	837	879	1.03e-09	68.9
Mystery_02	XP_054197616.1	100.000	180	0	0	1	180	393	572	1.59e-122	377
Mystery_02	XP_054197616.1	56.452	124	54	0	57	180	1	124	2.58e-39	154
Mystery_02	XP_054197616.1	69.767	43	13	0	1	43	862	904	1.09e-09	68.9
Mystery_02	KAI2524027.1	100.000	180	0	0	1	180	421	600	1.69e-122	377
Mystery_02	KAI2524027.1	54.412	136	62	0	45	180	17	152	2.06e-41	160
Mystery_02	KAI2524027.1	69.767	43	13	0	1	43	869	911	1.04e-09	68.9
Mystery_02	CAA86476.2	100.000	180	0	0	1	180	421	600	1.71e-122	377
Mystery_02	CAA86476.2	54.412	136	62	0	45	180	17	152	2.84e-41	159
Mystery_02	CAA86476.2	68.293	41	13	0	3	43	870	910	1.28e-07	62.8
Mystery_02	NP_000180.2	100.000	180	0	0	1	180	421	600	1.84e-122	377
Mystery_02	NP_000180.2	54.412	136	62	0	45	180	17	152	2.08e-41	159
Mystery_02	NP_000180.2	69.767	43	13	0	1	43	869	911	1.05e-09	68.9
Mystery_02	XP_030864045.1	100.000	180	0	0	1	180	421	600	1.86e-122	377
Mystery_02	XP_030864045.1	54.412	136	62	0	45	180	17	152	2.82e-41	159
Mystery_02	XP_030864045.1	69.767	43	13	0	1	43	869	911	1.03e-09	68.9
Mystery_02	CAA86511.1	100.000	180	0	0	1	180	421	600	1.86e-122	377
Mystery_02	CAA86511.1	54.412	136	62	0	45	180	17	152	2.10e-41	159
Mystery_02	CAA86511.1	69.767	43	13	0	1	43	869	911	1.07e-09	68.9
Mystery_02	XP_008960919.1	99.444	180	1	0	1	180	393	572	1.99e-122	377
Mystery_02	XP_008960919.1	56.452	124	54	0	57	180	1	124	2.00e-39	154
Mystery_02	XP_008960919.1	69.767	43	13	0	1	43	841	883	1.07e-09	68.9
Mystery_02	XP_011531109.1	100.000	180	0	0	1	180	389	568	2.05e-122	377
Mystery_02	XP_011531109.1	54.412	136	62	0	45	180	17	152	2.29e-41	159
Mystery_02	XP_011531109.1	69.767	43	13	0	1	43	858	900	1.02e-09	68.9
Mystery_02	AIC62504.1	100.000	180	0	0	1	180	421	600	2.14e-122	377
Mystery_02	AIC62504.1	54.412	136	62	0	45	180	17	152	2.04e-41	160
Mystery_02	AIC62504.1	69.767	43	13	0	1	43	869	911	1.06e-09	68.9
Mystery_02	KAI4035175.1	100.000	180	0	0	1	180	421	600	2.16e-122	377
Mystery_02	KAI4035175.1	54.412	136	62	0	45	180	17	152	2.74e-41	159
Mystery_02	KAI4035175.1	69.767	43	13	0	1	43	869	911	1.05e-09	68.9
Mystery_02	XP_016804341.2	99.444	180	1	0	1	180	393	572	2.17e-122	377
Mystery_02	XP_016804341.2	56.452	124	54	0	57	180	1	124	1.75e-39	154
Mystery_02	XP_016804341.2	69.767	43	13	0	1	43	862	904	1.02e-09	68.9
Mystery_02	XP_054197617.1	100.000	180	0	0	1	180	389	568	2.43e-122	377
Mystery_02	XP_054197617.1	54.412	136	62	0	45	180	17	152	3.10e-41	159
Mystery_02	XP_054197617.1	69.767	43	13	0	1	43	858	900	1.04e-09	68.9
Mystery_02	XP_001162535.3	99.444	180	1	0	1	180	421	600	3.11e-122	377
Mystery_02	XP_001162535.3	54.412	136	62	0	45	180	17	152	2.08e-41	159
Mystery_02	XP_001162535.3	69.767	43	13	0	1	43	869	911	1.04e-09	68.9
Mystery_02	XP_005264337.1	100.000	180	0	0	1	180	421	600	3.22e-122	377
Mystery_02	XP_005264337.1	54.412	136	62	0	45	180	17	152	2.23e-41	159
Mystery_02	XP_005264337.1	69.767	43	13	0	1	43	890	932	1.09e-09	68.9
Mystery_02	5HG1_A	100.000	180	0	0	1	180	427	606	3.33e-122	377
Mystery_02	5HG1_A	52.857	140	66	0	41	180	19	158	1.10e-41	160
Mystery_02	5HG1_A	69.767	43	13	0	1	43	875	917	1.06e-09	68.9
Mystery_02	XP_055234124.1	100.000	180	0	0	1	180	421	600	3.54e-122	377
Mystery_02	XP_055234124.1	54.412	136	62	0	45	180	17	152	2.96e-41	159
Mystery_02	XP_055234124.1	69.767	43	13	0	1	43	890	932	1.08e-09	68.9
Mystery_03	XP_047148710.1	100.000	180	0	0	1	180	126	305	9.96e-119	351
Mystery_03	MCZ7009689.1	99.444	180	1	0	1	180	13	192	4.35e-118	353
Mystery_03	NBI65134.1	100.000	180	0	0	1	180	114	293	2.15e-117	352
Mystery_03	1QTM_A	100.000	180	0	0	1	180	69	248	2.28e-117	353
Mystery_03	6FBC_A	100.000	180	0	0	1	180	70	249	2.39e-117	353
Mystery_03	4XIU_A	100.000	180	0	0	1	180	68	247	2.56e-117	353
Mystery_03	1JXE_A	100.000	180	0	0	1	180	69	248	2.64e-117	353
Mystery_03	1KTQ_A	100.000	180	0	0	1	180	72	251	2.76e-117	353
Mystery_03	4KTQ_A	100.000	180	0	0	1	180	68	247	2.99e-117	353
Mystery_03	1QSS_A	100.000	180	0	0	1	180	69	248	2.99e-117	353
Mystery_03	5O7T_A	100.000	180	0	0	1	180	69	248	3.32e-117	353
Mystery_03	3PO4_A	100.000	180	0	0	1	180	69	248	3.36e-117	353
Mystery_03	2KTQ_A	100.000	180	0	0	1	180	67	246	3.53e-117	353
Mystery_03	4N56_A	100.000	180	0	0	1	180	82	261	6.12e-117	353
Mystery_03	AAX47270.1	99.444	180	1	0	1	180	83	262	2.42e-116	351
Mystery_03	4BWJ_A	98.889	180	2	0	1	180	69	248	2.89e-116	350
Mystery_03	4BWM_A	98.889	180	2	0	1	180	69	248	3.79e-116	350
Mystery_03	5W6K_A	98.889	180	2	0	1	180	69	248	2.18e-115	348
Mystery_03	BAJ61823.1	100.000	180	0	0	1	180	358	537	8.57e-114	353
Mystery_03	MDT7922845.1	100.000	180	0	0	1	180	361	540	8.89e-114	353
Mystery_03	1TAQ_A	100.000	180	0	0	1	180	361	540	9.37e-114	353
Mystery_03	WP_207356879.1	100.000	180	0	0	1	180	361	540	9.37e-114	353
Mystery_03	P19821.1	100.000	180	0	0	1	180	361	540	9.37e-114	353
Mystery_03	BAA06775.1	100.000	180	0	0	1	180	361	540	9.37e-114	353
Mystery_03	MCZ7171321.1	100.000	180	0	0	1	180	362	541	1.00e-113	352
Mystery_04	AAX29522.1	100.000	142	0	0	1	142	1	142	1.80e-97	287
Mystery_04	NP_000508.1	100.000	142	0	0	1	142	1	142	2.64e-97	286
Mystery_04	3IA3_B	100.000	142	0	0	1	142	4	145	3.19e-97	286
Mystery_04	AKZ66543.1	99.296	142	1	0	1	142	1	142	4.42e-97	286
Mystery_04	AXY55002.1	99.296	142	1	0	1	142	1	142	5.32e-97	286
Mystery_04	AAN04486.1	99.296	142	1	0	1	142	1	142	7.40e-97	285
Mystery_04	AAF72612.1	99.296	142	1	0	1	142	1	142	1.07e-96	285
Mystery_04	SAI82135.1	100.000	142	0	0	1	142	36	177	1.14e-96	286
Mystery_04	XP_004056906.3	99.296	142	1	0	1	142	1	142	1.37e-96	285
Mystery_04	ABF56145.1	99.296	142	1	0	1	142	1	142	2.12e-96	284
Mystery_04	AXY54998.1	99.296	142	1	0	1	142	1	142	2.12e-96	284
Mystery_04	AXY55003.1	99.296	142	1	0	1	142	1	142	2.19e-96	284
Mystery_04	AXY55001.1	99.296	142	1	0	1	142	1	142	2.19e-96	284
Mystery_04	1BAB_A	99.296	142	1	0	1	142	2	143	2.22e-96	284
Mystery_04	AAK37554.1	99.296	142	1	0	1	142	1	142	2.70e-96	284
Mystery_04	1A00_A	100.000	141	0	0	2	142	1	141	3.04e-96	284
Mystery_04	BAD97112.1	99.296	142	1	0	1	142	1	142	3.33e-96	284
Mystery_04	XP_010380159.1	98.592	142	2	0	1	142	1	142	3.59e-96	283
Mystery_04	XP_054309248.1	98.592	142	2	0	1	142	1	142	4.73e-96	283
Mystery_04	AFI57164.1	99.296	142	1	0	1	142	1	142	5.76e-96	283
Mystery_04	1BZZ_A	99.291	141	1	0	2	142	1	141	7.01e-96	283
Mystery_04	4MQC_A	99.291	141	1	0	2	142	1	141	7.01e-96	283
Mystery_04	1AJ9_A	99.291	141	1	0	2	142	1	141	7.09e-96	283
Mystery_04	5SW7_A	99.291	141	1	0	2	142	1	141	1.01e-95	282
Mystery_04	XP_030780270.1	98.592	142	2	0	1	142	36	177	1.02e-95	284
